"agencyIdentification","agencyCode","agencyCity","agencyProvince","agencyPhone","agencyAddress1","agencyCap","agencyEmail","agencyDescription","agencyfax","companyId","companyName","status","order"
"AGTORINO FRANCIATORINO FRANCIA","TORINO FRANCIA","TORINO FRANCIA","  ","0117794341","","","","TORINO FRANCIA","",1,"Cristallo srls","published",""
"AGTORINO FRANCIA666 TORINO","666 TORINO","TORINO FRANCIA","  "," 0117492380","","","","TORINO FRANCIA LIPANI MICHELE","",1,"Cristallo srls","published",""
"AGTORINO FRINCO6508","6508","TORINO FRINCO","  "," 0113248241","","","","TORINO FRINCO","",1,"Cristallo srls","published",""
"AGA492","A492","TORINO GALILEO","  ","","","","","TORINO GALILEO","",1,"Cristallo srls","published",""
"AGTORINO59851","59851","TORINO","  ","0115681785","","","","TORINO GALILEO FERRARIS","",1,"Cristallo srls","published",""
"AGTORINO01880","01880","TORINO","  ","0110341410","","","","TORINO GENERALE - CEGLIA ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGTORINO 1257674","57674","TORINO 12","  ","0114330939","","","","TORINO GERBIDO STATUTO","",1,"Cristallo srls","published",""
"AGTORINO GERENZA100","100","TORINO GERENZA","  ","0114311111","","","","TORINO GERENZA","",1,"Cristallo srls","published",""
"AGT07854","07854","T","  ","011613864","","","","TORINO GILARD","",1,"Cristallo srls","published",""
"AGTORINO6633","6633","TORINO","  ","0115695246","","","","TORINO GIOTTO","",1,"Cristallo srls","published",""
"AGTORINO GIULIO CESARE132","132","TORINO GIULIO CESARE","  ","011 205 0200","","","INFO@TORINOGIULIOCESARE.IT","TORINO GIULIO CESARE","",1,"Cristallo srls","published",""
"AGTORINO171","171","TORINO","  ","","","","","TORINO INGHILTERRA","",1,"Cristallo srls","published",""
"AGTORINO985","985","TORINO","  ","","","","AGENZIA985@GROUPAMA.IT","TORINO ISSIGLIO","",1,"Cristallo srls","published",""
"AGTORINO M00771","00771","TORINO M","  ","0110888400","","","","TORINO M ","",1,"Cristallo srls","published",""
"AGTORINO 01503","01503","TORINO ","  ","0116639822","","","","TORINO M","",1,"Cristallo srls","published",""
"AGTORINO MAGENTA125","125","TORINO MAGENTA","  ","011546957","","","","TORINO MAGENTA","",1,"Cristallo srls","published",""
"AGTORINOMARTINETTO","MARTINETTO","TORINO","  ","0117412711","","","","TORINO MARTINETTO","",1,"Cristallo srls","published",""
"AGTORINO MARTINETTO 25034","5034","TORINO MARTINETTO 2","  ","0117716437","","","","TORINO MARTINETTO 2","",1,"Cristallo srls","published",""
"AGTORINO MASSAUAIP4","IP4","TORINO MASSAUA","  ","0117775009","","","","TORINO MASSAUA","",1,"Cristallo srls","published",""
"AGTORINO MATTEOTTI752","752","TORINO MATTEOTTI","  ","011506 2011","","","AG_752.01@AGENTIVITTORIA.IT","TORINO MATTEOTTI","",1,"Cristallo srls","published",""
"AGTORINO MATTEOTTI CORRETTOMATTEOTTI","MATTEOTTI","TORINO MATTEOTTI CORRETTO","  ","0115119130","","","","TORINO MATTEOTTI CORRETTO","",1,"Cristallo srls","published",""
"AGTORINO MATTEOTTI GIUSTOTFH","TFH","TORINO MATTEOTTI GIUSTO","  ","0115627755","","","","TORINO MATTEOTTI GIUSTO","",1,"Cristallo srls","published",""
"AGTORINO10785","10785","TORINO","  ","0117791496","","","","TORINO MEIRONE","",1,"Cristallo srls","published",""
"AGTORINO MATTEOTTIT7H","T7H","TORINO MATTEOTTI","  ","011562775","","","","TORINO METTEOTTI","",1,"Cristallo srls","published",""
"AGTORINO MIRAFIORI179","179","TORINO MIRAFIORI","  ","0113143336","","","","TORINO MIRAFIORI","",1,"Cristallo srls","published",""
"AGTORINO663","663","TORINO","  ","011720636","","","","TORINO MONGINEVRO","",1,"Cristallo srls","published",""
"AGTORINO514","514","TORINO","TO","011728215","CORSO MONTE CUCCO 64","10141","","TORINO MONTE CUCCO","",1,"Cristallo srls","published",""
"AGTORINO49226","49226","TORINO","  ","0116966381","","","","TORINO NIZZA","",1,"Cristallo srls","published",""
"AGTORINO PALAZZO GRANERII84","I84","TORINO PALAZZO GRANERI","  ","01155451","","","","TORINO PALAZZO GRANERI","",1,"Cristallo srls","published",""
"AGTORINO 6 ASSICURAZIONI A40","A40","TORINO 6 ASSICURAZIONI ","  ","0113851001","","","","TORINO PESCHIERA","",1,"Cristallo srls","published",""
"AGTORINO PIAZZA SANTA RITAT7C","T7C","TORINO PIAZZA SANTA RITA","  ","011355451","","","","TORINO PIAZZA SANTA RITA","",1,"Cristallo srls","published",""
"AGTORINO PILONETTO58298","58298","TORINO PILONETTO","  ","011354475","","","","TORINO PILONETTO","",1,"Cristallo srls","published",""
"AGTORINOA27","A27","TORINO","  ","0113174639","","","","TORINO PIO","",1,"Cristallo srls","published",""
"AGTORINO PORTA NUOVA126","126","TORINO PORTA NUOVA","  ","011532355","","","","TORINO PORTA NUOVA","",1,"Cristallo srls","published",""
"AGTORINO PRATISEKO","EKO","TORINO PRATIS","  ","01119708742","","","","TORINO PRATIS","",1,"Cristallo srls","published",""
"AG0941","0941","TORINO PRINCIPI D'ACAJA","  ","","","","","TORINO PRINCIPI D'ACAJA","",1,"Cristallo srls","published",""
"AGTORINO RACCONIGI5905","5905","TORINO RACCONIGI","  ","011885038","","","","TORINO RACCONIGI","",1,"Cristallo srls","published",""
"AGTORINO1051","1051","TORINO","  ","0113970948","","","","TORINO RACCONIGI","",1,"Cristallo srls","published",""
"AGTORINO 3668","668","TORINO 3","  ","0113186874","","","","TORINO RE UMBERTO","",1,"Cristallo srls","published",""
"AGTORINO0932","0932","TORINO","  ","011 580 5135","","","","TORINO RE UMBERTO ","",1,"Cristallo srls","published",""
"AGTORINO 126A42","A42","TORINO 126","  ","0113190298","","","","TORINO RE UMBERTO 126","",1,"Cristallo srls","published",""
"AGTORINO RE UMBERTO ANTINORIT7F","T7F","TORINO RE UMBERTO ANTINORI","  "," 0115808176","","","","TORINO RE UMBERTO ANTINORI","",1,"Cristallo srls","published",""
"AG65285","65285","TORINO REGINA","  ","0118134322","","","","TORINO REGINA","",1,"Cristallo srls","published",""
"AGTORINO EE","EE","TORINO ","  ","0118152026","","","","TORINO REGINA MARGHERITA","",1,"Cristallo srls","published",""
"AGVIA ROSTA173","173","VIA ROSTA","  ","0117752951","","","","TORINO RISORGIMENTO","",1,"Cristallo srls","published",""
"AGTORINO ROSSELLI0512081","0512081","TORINO ROSSELLI","  ","0115808306","","","","TORINO ROSSELLI","",1,"Cristallo srls","published",""
"AGTORINO051081","051081","TORINO","  ","0115808306","","","","TORINO ROSSELLI","",1,"Cristallo srls","published",""
"AGTORINO 081","081","TORINO ","  ","0115808306","","","","TORINO ROSSELLI","",1,"Cristallo srls","published",""
"AGTORINO RUFFINI166","166","TORINO RUFFINI","  ","011378108","","","","TORINO RUFFINI","",1,"Cristallo srls","published",""
"AGTORINO 3 633","633","TORINO 3 ","  ","0113249509","","","","TORINO RUFFINI","",1,"Cristallo srls","published",""
"AGTORINO755","755","TORINO","TO","0115183318","CORSO MEDITERRANEO,69","10129","TORINO@CECASSICURAZIONI.IT","TORINO SAN PAOLO","",1,"Cristallo srls","published",""
"AGTORINO SAN PAOLO755","755","TORINO SAN PAOLO","  "," 0115183318","","","","TORINO SAN PAOLO","",1,"Cristallo srls","published",""
"AGTORINOT7C","T7C","TORINO","  ","","","","","TORINO SANTA RITA","",1,"Cristallo srls","published",""
"AGTORINO SANTA RITA066","066","TORINO SANTA RITA","  ","011 324 5211","","","","TORINO SANTA RITA","",1,"Cristallo srls","published",""
"AG753","753","TORINO SANTA RITA","  ","011 324 2017","","","","TORINO SANTA RITA","",1,"Cristallo srls","published",""
"AGTORINO SOLFERINO 267E","67E","TORINO SOLFERINO 2","  "," 0118123336","","","","TORINO SOLFERINO","",1,"Cristallo srls","published",""
"AG194","194","TORINO SOMMELIER","  ","011 580 8276","","","","TORINO SOMMELIER","",1,"Cristallo srls","published",""
"AGSTADI","STADI","TORINO STADIO","  ","","","","TORINOSTADIO@GROUPAMA.IT","TORINO STADIO","",1,"Cristallo srls","published",""
"AGTORINO 2663","663","TORINO 2","  ","0116687782","","","","TORINO STADIO","",1,"Cristallo srls","published",""
"AGTORINO STAMPATORI115000","115000","TORINO STAMPATORI","  ","0114546494","","","","TORINO STAMPATORI","",1,"Cristallo srls","published",""
"AGTORINO STAMPATORI0451","0451","TORINO STAMPATORI","  ","0110888400","","","","TORINO STAMPATORI","",1,"Cristallo srls","published",""
"AGTORINO STATUTO759","759","TORINO STATUTO","  ","0110204383","","","","TORINO STATUTO","",1,"Cristallo srls","published",""
"AGTORINO 4010","010","TORINO 4","  ","0114378698","","","","TORINO STATUTO","",1,"Cristallo srls","published",""
"AGTORINO170","170","TORINO","TO","0114344195","VIA CASTELLAMONTE, 1","10138","","TORINO STATUTO","",1,"Cristallo srls","published",""
"AGTORINOT65","T65","TORINO","  ","0112296749","","","","TORINO STRADELLA","",1,"Cristallo srls","published",""
"AGTORINO 2112","2112","TORINO ","  ","0112463634","","","","TORINO STURA","",1,"Cristallo srls","published",""
"AGTORINO0154","0154","TORINO","  ","0116190656","","","","TORINO SUD","",1,"Cristallo srls","published",""
"AGTORINO TASSONI64532","64532","TORINO TASSONI","  ","0117410543","","","","TORINO TASSONI","",1,"Cristallo srls","published",""
"AGTORINO57781","57781","TORINO","  ","0113171117","","","","TORINO TRAIANO","",1,"Cristallo srls","published",""
"AGTORINO2136","2136","TORINO","  ","011 615556","","","","TORINO TRAIANO","",1,"Cristallo srls","published",""
"AGTORINO TRAPANIS31","S31","TORINO TRAPANI","  ","0114112555","","","","TORINO TRAPANI","",1,"Cristallo srls","published",""
"AGTORINO1316","1316","TORINO","  ","011357898","","","","TORINO TRIPOLI","",1,"Cristallo srls","published",""
"AGTORINO UNICREDITUNICREDIT","UNICREDIT","TORINO UNICREDIT","  ","01119417200","","","","TORINO UNICREDIT","",1,"Cristallo srls","published",""
"AG64971","64971","TORINO VIA DEL CARMINE","  ","0114365379","","","","TORINO VIA DEL CARMINE","",1,"Cristallo srls","published",""
"AGTORINO VIA MARIA VITTORIA67D","67D","TORINO VIA MARIA VITTORIA","  ","011 8123503","","","","TORINO VIA MARIA VITTORIA","",1,"Cristallo srls","published",""
"AGTORINOA84","A84","TORINO","  "," 0110056739","","","","TORINO VIA PLAVA","",1,"Cristallo srls","published",""
"AGTORINO VIA VAL DELLA TORRE678","678","TORINO VIA VAL DELLA TORRE","  ","0117380112","","","","TORINO VIA VAL DELLA TORRE","",1,"Cristallo srls","published",""
"AGTORINO59310","59310","TORINO","  ","0116191178","","","","TORINO VIGLIANI","",1,"Cristallo srls","published",""
"AGTORINO VITTORIO EMANUELE011548363","011548363","TORINO VITTORIO EMANUELE","  ","011548363","","","","TORINO VITTORIO EMANUELE","",1,"Cristallo srls","published",""
"AGNICHELINO1051","1051","NICHELINO","TO","0113283361","AG1051@HDIARETE.IT","10139","","TORINO VITTORIO VENETO","",1,"Cristallo srls","published",""
"AGTORREGROTTA46275","46275","TORREGROTTA","  ","0909911388","","","","TORREGROTTA","",1,"Cristallo srls","published",""
"AGTORTONAID3","ID3","TORTONA","  ","013181671","","","","TORTONA","",1,"Cristallo srls","published",""
"AG023","023","TORTONA","  ","","","","","TORTONA","",1,"Cristallo srls","published",""
"AGTORTONA 832","832","TORTONA ","  ","","","","TORTONA@FORNIASSICURAZIONI.COM","TORTONA ","",1,"Cristallo srls","published",""
"AGTORTONA771","771","TORTONA","  ","0131862064","","","","TORTONA","",1,"Cristallo srls","published",""
"AGTORTONA218","218","TORTONA","  ","0131862191","","","","TORTONA","",1,"Cristallo srls","published",""
"AGALESSANDRIA00127","00127","ALESSANDRIA","AL","0161251005","VIA TORTONA 1","15121","AG0127@AXA-AGENZIE.IT","TORTONA","",1,"Cristallo srls","published",""
"AGTRADATE353 TRADATE","353 TRADATE","TRADATE","  ","0331842255","","","","TRADATE","",1,"Cristallo srls","published",""
"AG767","767","TRADATE BERNACCHI","  ","","","","","TRADATE BERNACCHI","",1,"Cristallo srls","published",""
"AGTRAPANI02675","02675","TRAPANI","  ","0923531154","","","","TRAPANI","",1,"Cristallo srls","published",""
"AGTRAPANI851","851","TRAPANI","  ","0923 5939 13","","","","TRAPANI","",1,"Cristallo srls","published",""
"AGTRAPANI2675","2675","TRAPANI","  ","0923531154","","","","TRAPANI","",1,"Cristallo srls","published",""
"AG2229","2229","TRAVEDONA  MONATE","  ","0332 977501","","","","TRAVEDONA  MONATE","",1,"Cristallo srls","published",""
"AGTRENTOA000","A000","TRENTO","  ","0461981558","","","","TRENTO VIA GRAZIONI","",1,"Cristallo srls","published",""
"AGTREVIGLIO804","804","TREVIGLIO","  ","0363-44633","","","","TREVIGLIO","",1,"Cristallo srls","published",""
"AG","TREZZO D'ADDA","TREZZO D'ADDA","  ","0290962808","","","","TREZZO D'ADDA","",1,"Cristallo srls","published",""
"AGTRIGGIANO664","664","TRIGGIANO","  ","0804682741","","","","TRIGGIANO","",1,"Cristallo srls","published",""
"AGTRINO490","490","TRINO","  ","0161801473","","","","TRINO","",1,"Cristallo srls","published",""
"AGTORINO59862","59862","TORINO","  ","0113181490","","","","TURATI DI GUGLIERMOTTI","",1,"Cristallo srls","published",""
"AGTURBIGOA123","A123","TURBIGO","  ","0331899028","","","","TURBIGO","",1,"Cristallo srls","published",""
"AGCUNEO880","880","CUNEO","  ","0171 4461","","","","UBI BANCA SPA CUNEO","",1,"Cristallo srls","published",""
"AGUCA A","A","UCA ","  ","011 562 7373","","","","UCA ASSICURAZIONI ","",1,"Cristallo srls","published",""
"AGNOVARA015","015","NOVARA","  ","032136421","","","","UMILE PUICCIANO","",1,"Cristallo srls","published",""
"AGACQUI TERME01129","01129","ACQUI TERME","  ","014456777","","","","UNI LABOR DI POGGIO &amp; OLIVIERI S","",1,"Cristallo srls","published",""
"AGASTI 3211","211","ASTI 3","  ","0141 531132","","","","UNIASTI SNC","",1,"Cristallo srls","published",""
"AGSALUZZO0000","0000","SALUZZO","  ","0175219684","","","","UNIDEA SALUZZO","",1,"Cristallo srls","published",""
"AGCOSSATO 2 2621","2621","COSSATO 2 ","  ","015980745","","","","UNIFOND SRL","",1,"Cristallo srls","published",""
"AGNOVI LIGURE 402489","02489","NOVI LIGURE 4","  ","014375274","","","","UNINOVA S.R.L.","",1,"Cristallo srls","published",""
"AGALESSANDRIA 339402","39402","ALESSANDRIA 3","  ","0131250420","","","","UNIONE SRL","",1,"Cristallo srls","published",""
"AGCIRIÃ 3 57165","57165","CIRIÃ 3 ","  ","0119211822","","","","UNIPOL VIA DANTE ALIGHIRI","",1,"Cristallo srls","published",""
"AGTORINO59807","59807","TORINO","TO","011 321765","","","","UNIPOLSAI TORINO","",1,"Cristallo srls","published",""
"AGSANTHIÃ10970","10970","SANTHIÃ","  ","0161930866","","","","V.B.F. AGENTI SAS","",1,"Cristallo srls","published",""
"AGVADO LIGURE 798","798","VADO LIGURE ","  ","0197701892","","","","VADO LIGURE","",1,"Cristallo srls","published",""
"AGVIGEVANO 2 01404","01404","VIGEVANO 2 ","  ","038134071","","","","VALANDRO GROUP ","",1,"Cristallo srls","published",""
"AGTORINO TORINO ","TORINO ","TORINO ","  ","0117492090","","","","VALDANI ASSICURAZIONI S.N.C","",1,"Cristallo srls","published",""
"AGPINEROLOE00","E00","PINEROLO","  ","342 136 5053","","","","VALENTINA CARIGNANO INTERMEDIARIO","",1,"Cristallo srls","published",""
"AGCASALE MONFERRATO145","145","CASALE MONFERRATO","  ","0142452507","","","CASALEMONFERRATO.145@AGENZIE.ITALIANA.IT","VALENTINO","",1,"Cristallo srls","published",""
"AGVALENZA374","374","VALENZA","  ","0131 941718","","","","VALENZA","",1,"Cristallo srls","published",""
"AGOVIGLIO065","065","OVIGLIO","  ","0131381626","","","","VALENZA 1","",1,"Cristallo srls","published",""
"AGVALENZA 791791 CORRETTO","791 CORRETTO","VALENZA 791","  ","01311978010","","","","VALENZA 791","",1,"Cristallo srls","published",""
"AGVALENZA CENTRO 797","797","VALENZA CENTRO ","  ","0131381626","","","","VALENZA CENTRO","",1,"Cristallo srls","published",""
"AGVALENZA CENTRO CORRETTO7 9 7 ","7 9 7 ","VALENZA CENTRO CORRETTO","  ","0131858895","","","","VALENZA CENTRO CORRETTO","",1,"Cristallo srls","published",""
"AGVALENZAT2U","T2U","VALENZA","  ","0131943440","","","","VALENZA GRAMSCI","",1,"Cristallo srls","published",""
"AGVALENZA 3 IS5","IS5","VALENZA 3 ","  ","0131946456","","","","VALENZA VIA CAVALLOTTI","",1,"Cristallo srls","published",""
"AGSTRADELLA00000","00000","STRADELLA","  ","038544141 ","","","AG1413@AXA-AGENZIE.IT ","VALLE ASSI","",1,"Cristallo srls","published",""
"AGVALMADRERA792","792","VALMADRERA","  ","0341 542204","","","","VALMADRERA","",1,"Cristallo srls","published",""
"AGTORINO429","429","TORINO","  ","0114474244","","","AG0429@AXA-AGENZIE.IT","VALOBRA GUY","",1,"Cristallo srls","published",""
"AG795","795","VALPERGA","  ","0124 617658","","","AG_795.01@AGENTIVITTORIA.IT","VALPERGA","",1,"Cristallo srls","published",""
"AGVALPERGA CORRETTO795 CORRETTO","795 CORRETTO","VALPERGA CORRETTO","  ","0124640706","","","","VALPERGA CORRETTO","",1,"Cristallo srls","published",""
"AGVARAZZE3387","3387","VARAZZE","  ","019 934658","","","","VARAZZE","",1,"Cristallo srls","published",""
"AG001618","001618","VARESE","  ","0332232649 ","","","","VARESE","",1,"Cristallo srls","published",""
"AGVERBANIA59182","59182","VERBANIA","  ","0323504200","","","","VCO CONSULTING SNC","",1,"Cristallo srls","published",""
"AGVENARIA 21164","1164","VENARIA 2","  ","0114527786","","","","VENARIA","",1,"Cristallo srls","published",""
"AGVENARIA85X","85X","VENARIA","  ","011 496252","","","","VENARIA","",1,"Cristallo srls","published",""
"AGVENARIA REALE192","192","VENARIA REALE","  ","0114992701","","","","VENARIA REALE","",1,"Cristallo srls","published",""
"AGVENARIA REALE777","777","VENARIA REALE","  ","0114526820","","","","VENARIA REALE","",1,"Cristallo srls","published",""
"AGVENARIA REALE A29","A29","VENARIA REALE ","  ","0114527135","","","","VENARIA REALE","",1,"Cristallo srls","published",""
"AGVENARIA65298","65298","VENARIA","  ","0114527053","","","","VENARIA REALE","",1,"Cristallo srls","published",""
"AGVENEZIA39298","39298","VENEZIA","  ","041957411","","","","VENEZIA","",1,"Cristallo srls","published",""
"AGVENTIMIGLIA142000","142000","VENTIMIGLIA","  ","0184352817","","","","VENTIMIGLIA","",1,"Cristallo srls","published",""
"AGTRESCORE BALNEARIOI02","I02","TRESCORE BALNEARIO","  ","035940634","","","","VENTURA E PARTNERS","",1,"Cristallo srls","published",""
"AGVERAVERA","VERA","VERA","  ","800550323","","","","VERA","",1,"Cristallo srls","published",""
"AGVERBANIAIE9","IE9","VERBANIA","  ","0323404222","","","","VERBANIA ","",1,"Cristallo srls","published",""
"AGT39","T39","VERBANIA","  ","","","","","VERBANIA","",1,"Cristallo srls","published",""
"AGVERBANIA638","638","VERBANIA","  ","032315566","","","","VERBANIA INTRA","",1,"Cristallo srls","published",""
"AGVERBANIA OSSOLA140","140","VERBANIA OSSOLA","  ","03231990700","","","","VERBANIA OSSOLA","",1,"Cristallo srls","published",""
"AGVERCELLI53512","53512","VERCELLI","  ","0161258533 ","","","","VERCELLI","",1,"Cristallo srls","published",""
"AGVERCELLIN00363","N00363","VERCELLI","  ","0161250915","","","","VERCELLI","",1,"Cristallo srls","published",""
"AGVERCELLI126","126","VERCELLI","  ","0161250204","","","","VERCELLI","",1,"Cristallo srls","published",""
"AG006","006","VERCELLI","  "," 0161 501248","","","","VERCELLI","",1,"Cristallo srls","published",""
"AGVERCELLI10745","10745","VERCELLI","  ","0161215122","","","","VERCELLI","",1,"Cristallo srls","published",""
"AGVERCELLI2081","2081","VERCELLI","  ","","","","","VERCELLI","",1,"Cristallo srls","published",""
"AGVERCELLI0629","0629","VERCELLI","  ","0161702396","","","","VERCELLI","",1,"Cristallo srls","published",""
